# Direct counterexample,  d = 10:  C(p) > 0 for every p in [76, 100]
claim 10 10 76 100 +
# p1 p2 lambda1 lambda2 tau0
76 76.019999999999996 1.41288090796 1.4134946321499999 0.0009765625
76.019999999999996 76.040000000000006 1.41286718931 1.4134809079599999 0.0009765625
76.040000000000006 76.060000000000002 1.41285347619 1.4134671893099999 0.0009765625
76.060000000000002 76.079999999999998 1.41283976861 1.4134534761899999 0.0009765625
76.079999999999998 76.099999999999994 1.4128260665500001 1.41343976861 0.0009765625
76.099999999999994 76.120000000000005 1.4128123700199999 1.41342606655 0.0009765625
76.120000000000005 76.140000000000001 1.41279867902 1.4134123700200001 0.0009765625
76.140000000000001 76.159999999999997 1.4127849935300001 1.4133986790199999 0.0009765625
76.159999999999997 76.180000000000007 1.41277131355 1.41338499353 0.0009765625
76.180000000000007 76.200000000000003 1.4127576390900001 1.4133713135499999 0.0009765625
76.200000000000003 76.219999999999999 1.41274397013 1.41335763909 0.0009765625
76.219999999999999 76.239999999999995 1.4127303066800001 1.4133439701299999 0.0009765625
76.239999999999995 76.260000000000005 1.41271664872 1.41333030668 0.0009765625
76.260000000000005 76.280000000000001 1.41270299627 1.41331664872 0.0009765625
76.280000000000001 76.299999999999997 1.4126893492999999 1.4133029962699999 0.0009765625
76.299999999999997 76.319999999999993 1.4126757078300001 1.4132893493000001 0.0009765625
76.319999999999993 76.340000000000003 1.41266207184 1.41327570783 0.0009765625
76.340000000000003 76.359999999999999 1.41264844134 1.41326207184 0.0009765625
76.359999999999999 76.379999999999995 1.41263481631 1.4132484413399999 0.0009765625
76.379999999999995 76.400000000000006 1.41262119676 1.4132348163099999 0.0009765625
76.400000000000006 76.420000000000002 1.41260758268 1.4132211967599999 0.0009765625
76.420000000000002 76.439999999999998 1.41259397407 1.4132075826799999 0.0009765625
76.439999999999998 76.459999999999994 1.41258037092 1.4131939740699999 0.0009765625
76.459999999999994 76.480000000000004 1.41256677323 1.4131803709199999 0.0009765625
76.480000000000004 76.5 1.412553181 1.41316677323 0.0009765625
76.5 76.519999999999996 1.4125395942300001 1.413153181 0.0009765625
76.519999999999996 76.540000000000006 1.4125260128999999 1.41313959423 0.0009765625
76.540000000000006 76.560000000000002 1.41251243703 1.4131260129000001 0.0009765625
76.560000000000002 76.579999999999998 1.41249886659 1.4131124370299999 0.0009765625
76.579999999999998 76.599999999999994 1.4124853016000001 1.4130988665899999 0.0009765625
76.599999999999994 76.620000000000005 1.4124717420399999 1.4130853016 0.0009765625
76.620000000000005 76.640000000000001 1.41245818791 1.4130717420400001 0.0009765625
76.640000000000001 76.659999999999997 1.4124446392200001 1.4130581879099999 0.0009765625
76.659999999999997 76.680000000000007 1.4124310959499999 1.41304463922 0.0009765625
76.680000000000007 76.700000000000003 1.4124175581 1.4130310959500001 0.0009765625
76.700000000000003 76.719999999999999 1.4124040256699999 1.4130175581 0.0009765625
76.719999999999999 76.739999999999995 1.41239049866 1.4130040256700001 0.0009765625
76.739999999999995 76.760000000000005 1.4123769770500001 1.4129904986599999 0.0009765625
76.760000000000005 76.780000000000001 1.41236346086 1.41297697705 0.0009765625
76.780000000000001 76.799999999999997 1.4123499500700001 1.4129634608599999 0.0009765625
76.799999999999997 76.819999999999993 1.41233644468 1.41294995007 0.0009765625
76.819999999999993 76.840000000000003 1.4123229446900001 1.4129364446799999 0.0009765625
76.840000000000003 76.859999999999999 1.4123094501 1.41292294469 0.0009765625
76.859999999999999 76.879999999999995 1.4122959608900001 1.4129094500999999 0.0009765625
76.879999999999995 76.900000000000006 1.41228247708 1.41289596089 0.0009765625
76.900000000000006 76.920000000000002 1.4122689986400001 1.4128824770799999 0.0009765625
76.920000000000002 76.939999999999998 1.41225552559 1.41286899864 0.0009765625
76.939999999999998 76.959999999999994 1.4122420579099999 1.4128555255899999 0.0009765625
76.959999999999994 76.980000000000004 1.41222859561 1.4128420579100001 0.0009765625
76.980000000000004 77 1.4122151386799999 1.41282859561 0.0009765625
77 77.019999999999996 1.41220168711 1.4128151386800001 0.0009765625
77.019999999999996 77.040000000000006 1.4121882409099999 1.41280168711 0.0009765625
77.040000000000006 77.060000000000002 1.4121748000700001 1.4127882409100001 0.0009765625
77.060000000000002 77.079999999999998 1.41216136458 1.41277480007 0.0009765625
77.079999999999998 77.099999999999994 1.4121479344500001 1.4127613645799999 0.0009765625
77.099999999999994 77.120000000000005 1.41213450966 1.41274793445 0.0009765625
77.120000000000005 77.140000000000001 1.4121210902200001 1.4127345096599999 0.0009765625
77.140000000000001 77.159999999999997 1.41210767613 1.41272109022 0.0009765625
77.159999999999997 77.180000000000007 1.4120942673700001 1.4127076761299999 0.0009765625
77.180000000000007 77.200000000000003 1.41208086395 1.41269426737 0.0009765625
77.200000000000003 77.219999999999999 1.4120674658600001 1.4126808639499999 0.0009765625
77.219999999999999 77.239999999999995 1.4120540731 1.41266746586 0.0009765625
77.239999999999995 77.260000000000005 1.4120406856700001 1.4126540730999999 0.0009765625
77.260000000000005 77.280000000000001 1.4120273035499999 1.41264068567 0.0009765625
77.280000000000001 77.299999999999997 1.41201392676 1.4126273035500001 0.0009765625
77.299999999999997 77.319999999999993 1.4120005552799999 1.41261392676 0.0009765625
77.319999999999993 77.340000000000003 1.41198718911 1.4126005552800001 0.0009765625
77.340000000000003 77.359999999999999 1.4119738282500001 1.4125871891099999 0.0009765625
77.359999999999999 77.379999999999995 1.4119604726999999 1.41257382825 0.0009765625
