# Direct counterexample,  d = 5:   C(p) > 0 for every p in [32.38, 100]
claim 5 5 32.379999999999995 100 +
# p1 p2 lambda1 lambda2 tau0
32.379999999999995 32.384972058800003 1.4243455863900001 1.4243754442700001 0.0009765625
32.384972058800003 32.389944117600002 1.42433573097 1.42436558639 0.0009765625
32.389944117600002 32.394916176499997 1.4243258780000001 1.4243557309699999 0.0009765625
32.394916176499997 32.399888235299997 1.42431602749 1.424345878 0.0009765625
32.399888235299997 32.404860294099997 1.42430617944 1.4243360274900001 0.0009765625
32.404860294099997 32.409832352899997 1.42427633384 1.4243461794400001 0.0009765625
32.409832352899997 32.414804411799999 1.42426649069 1.4243363338399999 0.0009765625
32.414804411799999 32.419776470599999 1.42425664999 1.4243264906899999 0.0009765625
32.419776470599999 32.429720588199999 1.42426597596 1.4242876499899999 0.0009765625
32.429720588199999 32.4396647059 1.42423731171 1.42427697596 0.0009765625
32.4396647059 32.4496088235 1.42421765726 1.4242573117099999 0.0009765625
32.4496088235 32.459552941200002 1.42419801259 1.42423765726 0.0009765625
32.459552941200002 32.469497058800002 1.42415837769 1.42423801259 0.0009765625
32.469497058800002 32.479441176500004 1.42413875256 1.4242183776899999 0.0009765625
32.479441176500004 32.489385294100003 1.4241191371899999 1.4241987525599999 0.0009765625
32.489385294100003 32.499329411799998 1.42409953157 1.4241791371900001 0.0009765625
32.499329411799998 32.509273529399998 1.42407993568 1.42415953157 0.0009765625
32.509273529399998 32.5192176471 1.4240603495399999 1.42413993568 0.0009765625
32.5192176471 32.5291617647 1.42404077312 1.4241203495400001 0.0009765625
32.5291617647 32.539105882400001 1.42402120642 1.4241007731199999 0.0009765625
32.539105882400001 32.558994117600001 1.42400210214 1.42406120642 0.0009765625
32.558994117600001 32.578882352900003 1.42396303665 1.4240221021399999 0.0009765625
32.578882352900003 32.598770588199997 1.42390400988 1.4240030366500001 0.0009765625
32.598770588199997 32.618658823499999 1.42386502178 1.4239640098799999 0.0009765625
32.618658823499999 32.6385470588 1.42382607227 1.4239250217799999 0.0009765625
32.6385470588 32.658435294100002 1.4237871613099999 1.42388607227 0.0009765625
32.658435294100002 32.678323529399997 1.4237482888199999 1.4238471613100001 0.0009765625
32.678323529399997 32.698211764699998 1.42370945475 1.4238082888200001 0.0009765625
